#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     44.1250    -101.8750      19.0000       6.5860       3.7850       2.8570 
     44.1250    -101.6250      19.0000       6.5520       3.7860       2.8478 
     44.1250    -101.3750      19.0000       6.5320       3.7880       2.8424 
     44.1250    -101.1250      19.0000       6.5400       3.7640       2.8446 
     44.3750    -106.8750      19.0000       6.4620       3.6530       2.8240 
     44.3750    -106.6250      19.0000       6.2540       3.6590       2.7731 
     44.3750    -106.3750      19.0000       6.2660       3.7020       2.7759 
     44.3750    -106.1250      19.0000       6.3080       3.7220       2.7857 
     44.3750    -105.8750      19.0000       6.3850       3.7470       2.8045 
     44.3750    -105.6250      19.0000       6.5140       3.7940       2.8376 
     44.3750    -105.3750      19.0000       6.5170       3.8250       2.8384 
     44.3750    -105.1250      19.0000       6.3910       3.8290       2.8060 
     44.3750    -104.8750      19.0000       6.4280       3.8050       2.8153 
     44.3750    -104.6250      19.0000       6.4310       3.7770       2.8160 
     44.3750    -104.3750      19.0000       6.4390       3.7440       2.8181 
     44.3750    -104.1250      19.0000       6.4690       3.7500       2.8258 
     44.3750    -103.8750      19.0000       6.5790       3.7460       2.8551 
     44.3750    -103.6250      19.0000       6.6430       3.7700       2.8729 
     44.3750    -103.3750      19.0000       6.6520       3.7910       2.8754 
     44.3750    -103.1250      19.0000       6.6460       3.7870       2.8737 
     44.3750    -102.8750      19.0000       6.6420       3.7790       2.8726 
     44.3750    -102.6250      19.0000       6.6400       3.7920       2.8720 
     44.3750    -102.3750      19.0000       6.6360       3.7970       2.8709 
     44.3750    -102.1250      19.0000       6.6210       3.7740       2.8667 
     44.3750    -101.8750      19.0000       6.5960       3.7670       2.8598 
     44.3750    -101.6250      19.0000       6.5650       3.7800       2.8513 
     44.3750    -101.3750      19.0000       6.5530       3.7990       2.8481 
     44.3750    -101.1250      19.0000       6.5670       3.7790       2.8519 
     44.6250    -106.8750      19.0000       6.4840       3.7160       2.8297 
     44.6250    -106.6250      19.0000       6.3270       3.7440       2.7903 
     44.6250    -106.3750      19.0000       6.3240       3.7630       2.7896 
     44.6250    -106.1250      19.0000       6.3120       3.7610       2.7867 
     44.6250    -105.8750      19.0000       6.3020       3.7690       2.7843 
     44.6250    -105.6250      19.0000       6.4580       3.8270       2.8230 
     44.6250    -105.3750      19.0000       6.4350       3.8430       2.8171 
     44.6250    -105.1250      19.0000       6.3800       3.8530       2.8032 
     44.6250    -104.8750      19.0000       6.4630       3.8370       2.8243 
     44.6250    -104.6250      19.0000       6.4550       3.7770       2.8222 
     44.6250    -104.3750      19.0000       6.5000       3.7480       2.8339 
     44.6250    -104.1250      19.0000       6.5550       3.7530       2.8486 
     44.6250    -103.8750      19.0000       6.6160       3.7470       2.8653 
     44.6250    -103.6250      19.0000       6.6600       3.7530       2.8776 
     44.6250    -103.3750      19.0000       6.6660       3.7810       2.8793 
     44.6250    -103.1250      19.0000       6.6570       3.7750       2.8768 
     44.6250    -102.8750      19.0000       6.6580       3.7640       2.8771 
     44.6250    -102.6250      19.0000       6.6570       3.7770       2.8768 
     44.6250    -102.3750      19.0000       6.6480       3.7820       2.8743 
     44.6250    -102.1250      19.0000       6.6310       3.7810       2.8695 
     44.6250    -101.8750      19.0000       6.6090       3.7830       2.8634 
     44.6250    -101.6250      19.0000       6.5820       3.7900       2.8559 
     44.6250    -101.3750      19.0000       6.5750       3.7930       2.8540 
     44.6250    -101.1250      19.0000       6.5950       3.7760       2.8595 
     44.8750    -106.8750      19.0000       6.3700       3.7930       2.8008 
     44.8750    -106.6250      19.0000       6.3290       3.8090       2.7908 
     44.8750    -106.3750      19.0000       6.3090       3.7680       2.7860 
     44.8750    -106.1250      19.0000       6.2890       3.7680       2.7812 
     44.8750    -105.8750      19.0000       6.3140       3.7950       2.7872 
     44.8750    -105.6250      19.0000       6.4000       3.8580       2.8082 
     44.8750    -105.3750      19.0000       6.4040       3.8720       2.8092 
     44.8750    -105.1250      19.0000       6.3790       3.8430       2.8030 
     44.8750    -104.8750      19.0000       6.4860       3.7780       2.8302 
     44.8750    -104.6250      19.0000       6.5310       3.7270       2.8421 
     44.8750    -104.3750      19.0000       6.5720       3.7430       2.8532 
     44.8750    -104.1250      19.0000       6.5830       3.7520       2.8562 
     44.8750    -103.8750      19.0000       6.6120       3.7670       2.8642 
     44.8750    -103.6250      19.0000       6.6590       3.7710       2.8774 
     44.8750    -103.3750      19.0000       6.6770       3.7710       2.8825 
     44.8750    -103.1250      19.0000       6.6740       3.7650       2.8816 
     44.8750    -102.8750      19.0000       6.6770       3.7710       2.8825 
     44.8750    -102.6250      19.0000       6.6800       3.7730       2.8833 
     44.8750    -102.3750      19.0000       6.6680       3.7810       2.8799 
     44.8750    -102.1250      19.0000       6.6490       3.7920       2.8745 
     44.8750    -101.8750      19.0000       6.6280       3.7980       2.8687 
     44.8750    -101.6250      19.0000       6.6030       3.7940       2.8617 
     44.8750    -101.3750      19.0000       6.5970       3.7710       2.8601 
     44.8750    -101.1250      19.0000       6.6150       3.7470       2.8650 
     45.1250    -106.8750      19.0000       6.3140       3.7460       2.7872 
     45.1250    -106.6250      19.0000       6.3310       3.7420       2.7913 
     45.1250    -106.3750      19.0000       6.3830       3.7540       2.8040 
     45.1250    -106.1250      19.0000       6.3840       3.7830       2.8042 
     45.1250    -105.8750      19.0000       6.3450       3.8100       2.7946 
     45.1250    -105.6250      19.0000       6.4700       3.8820       2.8261 
     45.1250    -105.3750      19.0000       6.5800       3.9070       2.8554 
     45.1250    -105.1250      19.0000       6.5190       3.8400       2.8389 
     45.1250    -104.8750      19.0000       6.5390       3.8010       2.8443 
     45.1250    -104.6250      19.0000       6.5760       3.7810       2.8543 
     45.1250    -104.3750      19.0000       6.6050       3.7610       2.8623 
     45.1250    -104.1250      19.0000       6.6010       3.7640       2.8612 
     45.1250    -103.8750      19.0000       6.6160       3.7950       2.8653 
     45.1250    -103.6250      19.0000       6.6580       3.8140       2.8771 
     45.1250    -103.3750      19.0000       6.6860       3.8230       2.8850 
     45.1250    -103.1250      19.0000       6.6850       3.8160       2.8847 
     45.1250    -102.8750      19.0000       6.6790       3.8000       2.8830 
     45.1250    -102.6250      19.0000       6.6890       3.7960       2.8859 
     45.1250    -102.3750      19.0000       6.6850       3.7920       2.8847 
     45.1250    -102.1250      19.0000       6.6710       3.7870       2.8808 
     45.1250    -101.8750      19.0000       6.6550       3.7870       2.8762 
     45.1250    -101.6250      19.0000       6.6300       3.7810       2.8692 
     45.1250    -101.3750      19.0000       6.6180       3.7560       2.8659 
     45.1250    -101.1250      19.0000       6.6280       3.7390       2.8687 
     45.3750    -106.8750      19.0000       6.3350       3.7200       2.7922 
     45.3750    -106.6250      19.0000       6.3950       3.7070       2.8070 
     45.3750    -106.3750      19.0000       6.4460       3.7340       2.8199 
     45.3750    -106.1250      19.0000       6.4510       3.7840       2.8212 
     45.3750    -105.8750      19.0000       6.4190       3.8110       2.8130 
     45.3750    -105.6250      19.0000       6.4870       3.8670       2.8305 
     45.3750    -105.3750      19.0000       6.5970       3.8690       2.8601 
     45.3750    -105.1250      19.0000       6.5630       3.8340       2.8508 
     45.3750    -104.8750      19.0000       6.5490       3.8020       2.8470 
     45.3750    -104.6250      19.0000       6.5870       3.7800       2.8573 
     45.3750    -104.3750      19.0000       6.5970       3.7900       2.8601 
     45.3750    -104.1250      19.0000       6.6020       3.8120       2.8614 
     45.3750    -103.8750      19.0000       6.6320       3.8410       2.8698 
     45.3750    -103.6250      19.0000       6.6790       3.8640       2.8830 
     45.3750    -103.3750      19.0000       6.7050       3.8720       2.8905 
     45.3750    -103.1250      19.0000       6.6980       3.8540       2.8885 
     45.3750    -102.8750      19.0000       6.6860       3.8340       2.8850 
     45.3750    -102.6250      19.0000       6.6930       3.7990       2.8870 
     45.3750    -102.3750      19.0000       6.6930       3.7680       2.8870 
     45.3750    -102.1250      19.0000       6.6850       3.7420       2.8847 
     45.3750    -101.8750      19.0000       6.6760       3.7460       2.8822 
     45.3750    -101.6250      19.0000       6.6590       3.7550       2.8774 
     45.3750    -101.3750      19.0000       6.6470       3.7650       2.8740 
     45.3750    -101.1250      19.0000       6.6480       3.7570       2.8743 
     45.6250    -106.8750      19.0000       6.4930       3.7320       2.8321 
     45.6250    -106.6250      19.0000       6.4480       3.7210       2.8204 
     45.6250    -106.3750      19.0000       6.4590       3.7250       2.8232 
     45.6250    -106.1250      19.0000       6.4840       3.7680       2.8297 
     45.6250    -105.8750      19.0000       6.4810       3.8300       2.8289 
     45.6250    -105.6250      19.0000       6.5170       3.8640       2.8384 
     45.6250    -105.3750      19.0000       6.5610       3.8590       2.8502 
     45.6250    -105.1250      19.0000       6.5750       3.8230       2.8540 
     45.6250    -104.8750      19.0000       6.5840       3.8110       2.8565 
     45.6250    -104.6250      19.0000       6.5930       3.8080       2.8590 
     45.6250    -104.3750      19.0000       6.5980       3.8470       2.8603 
     45.6250    -104.1250      19.0000       6.6180       3.8820       2.8659 
     45.6250    -103.8750      19.0000       6.6660       3.9000       2.8793 
     45.6250    -103.6250      19.0000       6.7140       3.9110       2.8931 
     45.6250    -103.3750      19.0000       6.7370       3.8960       2.8997 
     45.6250    -103.1250      19.0000       6.7210       3.8790       2.8951 
     45.6250    -102.8750      19.0000       6.7000       3.8260       2.8890 
     45.6250    -102.6250      19.0000       6.6960       3.7850       2.8879 
     45.6250    -102.3750      19.0000       6.6920       3.7500       2.8867 
     45.6250    -102.1250      19.0000       6.6830       3.7280       2.8842 
     45.6250    -101.8750      19.0000       6.6760       3.7290       2.8822 
     45.6250    -101.6250      19.0000       6.6710       3.7550       2.8808 
     45.6250    -101.3750      19.0000       6.6670       3.7860       2.8796 
     45.6250    -101.1250      19.0000       6.6650       3.7990       2.8791 
     45.8750    -106.8750      19.0000       6.5340       3.7430       2.8429 
     45.8750    -106.6250      19.0000       6.4950       3.7360       2.8326 
     45.8750    -106.3750      19.0000       6.4880       3.7470       2.8308 
     45.8750    -106.1250      19.0000       6.4830       3.8180       2.8295 
     45.8750    -105.8750      19.0000       6.5210       3.8280       2.8395 
     45.8750    -105.6250      19.0000       6.5630       3.8540       2.8508 
     45.8750    -105.3750      19.0000       6.5840       3.8540       2.8565 
     45.8750    -105.1250      19.0000       6.6060       3.8470       2.8625 
     45.8750    -104.8750      19.0000       6.6330       3.8600       2.8700 
     45.8750    -104.6250      19.0000       6.6380       3.8900       2.8714 
     45.8750    -104.3750      19.0000       6.6380       3.9240       2.8714 
     45.8750    -104.1250      19.0000       6.6630       3.9390       2.8785 
     45.8750    -103.8750      19.0000       6.7120       3.9300       2.8925 
     45.8750    -103.6250      19.0000       6.7480       3.9080       2.9030 
     45.8750    -103.3750      19.0000       6.7590       3.8960       2.9062 
     45.8750    -103.1250      19.0000       6.7360       3.8750       2.8995 
     45.8750    -102.8750      19.0000       6.7130       3.8430       2.8928 
     45.8750    -102.6250      19.0000       6.7010       3.8050       2.8893 
     45.8750    -102.3750      19.0000       6.6890       3.7620       2.8859 
     45.8750    -102.1250      19.0000       6.6760       3.7430       2.8822 
     45.8750    -101.8750      19.0000       6.6700       3.7720       2.8805 
     45.8750    -101.6250      19.0000       6.6680       3.7970       2.8799 
     45.8750    -101.3750      19.0000       6.6670       3.8320       2.8796 
     45.8750    -101.1250      19.0000       6.6680       3.8750       2.8799 
     42.1250    -106.8750      21.0000       6.4970       3.8090       2.8331 
     42.1250    -106.6250      21.0000       6.4830       3.9120       2.8295 
     42.1250    -106.3750      21.0000       6.4970       3.9760       2.8331 
     42.1250    -106.1250      21.0000       6.5420       3.9360       2.8451 
     42.1250    -105.8750      21.0000       6.6130       3.8700       2.8645 
     42.1250    -105.6250      21.0000       6.6440       3.8080       2.8731 
     42.1250    -105.3750      21.0000       6.6370       3.7840       2.8712 
     42.1250    -105.1250      21.0000       6.6160       3.7340       2.8653 
     42.1250    -104.8750      21.0000       6.5920       3.7080       2.8587 
     42.1250    -104.6250      21.0000       6.5560       3.7170       2.8489 
     42.1250    -104.3750      21.0000       6.5220       3.7330       2.8397 
     42.1250    -104.1250      21.0000       6.5100       3.7500       2.8366 
     42.1250    -103.8750      21.0000       6.5080       3.7620       2.8360 
     42.1250    -103.6250      21.0000       6.5130       3.7730       2.8374 
     42.1250    -103.3750      21.0000       6.5180       3.7770       2.8387 
     42.1250    -103.1250      21.0000       6.5260       3.7600       2.8408 
     42.1250    -102.8750      21.0000       6.5350       3.7210       2.8432 
     42.1250    -102.6250      21.0000       6.5330       3.6740       2.8427 
     42.1250    -102.3750      21.0000       6.5270       3.6430       2.8411 
     42.1250    -102.1250      21.0000       6.5230       3.6340       2.8400 
     42.1250    -101.8750      21.0000       6.5190       3.6460       2.8389 
     42.1250    -101.6250      21.0000       6.5060       3.6570       2.8355 
     42.1250    -101.3750      21.0000       6.5020       3.6710       2.8344 
     42.1250    -101.1250      21.0000       6.5160       3.6930       2.8382 
     42.3750    -106.8750      21.0000       6.5340       3.8930       2.8429 
     42.3750    -106.6250      21.0000       6.5380       3.9460       2.8440 
     42.3750    -106.3750      21.0000       6.5580       3.9750       2.8494 
     42.3750    -106.1250      21.0000       6.6050       3.9310       2.8623 
     42.3750    -105.8750      21.0000       6.6510       3.8840       2.8751 
     42.3750    -105.6250      21.0000       6.6750       3.8270       2.8819 
     42.3750    -105.3750      21.0000       6.6140       3.7930       2.8648 
     42.3750    -105.1250      21.0000       6.5970       3.7420       2.8601 
     42.3750    -104.8750      21.0000       6.5990       3.7120       2.8606 
     42.3750    -104.6250      21.0000       6.5720       3.7160       2.8532 
     42.3750    -104.3750      21.0000       6.5320       3.7430       2.8424 
     42.3750    -104.1250      21.0000       6.5210       3.7800       2.8395 
     42.3750    -103.8750      21.0000       6.5230       3.8370       2.8400 
     42.3750    -103.6250      21.0000       6.5290       3.8770       2.8416 
     42.3750    -103.3750      21.0000       6.5300       3.8830       2.8419 
     42.3750    -103.1250      21.0000       6.5350       3.8280       2.8432 
     42.3750    -102.8750      21.0000       6.5460       3.7290       2.8462 
     42.3750    -102.6250      21.0000       6.5480       3.6540       2.8467 
     42.3750    -102.3750      21.0000       6.5430       3.6350       2.8454 
     42.3750    -102.1250      21.0000       6.5350       3.6570       2.8432 
     42.3750    -101.8750      21.0000       6.5280       3.6870       2.8413 
     42.3750    -101.6250      21.0000       6.5180       3.7090       2.8387 
     42.3750    -101.3750      21.0000       6.5130       3.7090       2.8374 
     42.3750    -101.1250      21.0000       6.5250       3.6960       2.8405 
     42.6250    -106.8750      21.0000       6.5490       3.9390       2.8470 
     42.6250    -106.6250      21.0000       6.5660       3.9260       2.8516 
     42.6250    -106.3750      21.0000       6.5870       3.9080       2.8573 
     42.6250    -106.1250      21.0000       6.6200       3.8800       2.8664 
     42.6250    -105.8750      21.0000       6.6400       3.8350       2.8720 
     42.6250    -105.6250      21.0000       6.5910       3.7690       2.8584 
     42.6250    -105.3750      21.0000       6.5250       3.7160       2.8405 
     42.6250    -105.1250      21.0000       6.5640       3.6800       2.8510 
     42.6250    -104.8750      21.0000       6.5700       3.6590       2.8527 
     42.6250    -104.6250      21.0000       6.5380       3.6770       2.8440 
     42.6250    -104.3750      21.0000       6.5070       3.7200       2.8358 
     42.6250    -104.1250      21.0000       6.5440       3.8030       2.8456 
     42.6250    -103.8750      21.0000       6.5640       3.9120       2.8510 
     42.6250    -103.6250      21.0000       6.5640       3.9470       2.8510 
     42.6250    -103.3750      21.0000       6.5500       3.9540       2.8472 
     42.6250    -103.1250      21.0000       6.5460       3.8680       2.8462 
     42.6250    -102.8750      21.0000       6.5560       3.7350       2.8489 
     42.6250    -102.6250      21.0000       6.5560       3.6650       2.8489 
     42.6250    -102.3750      21.0000       6.5480       3.6520       2.8467 
     42.6250    -102.1250      21.0000       6.5360       3.6790       2.8435 
     42.6250    -101.8750      21.0000       6.5290       3.7170       2.8416 
     42.6250    -101.6250      21.0000       6.5320       3.7420       2.8424 
     42.6250    -101.3750      21.0000       6.5300       3.7250       2.8419 
     42.6250    -101.1250      21.0000       6.5430       3.6960       2.8454 
     42.8750    -106.8750      21.0000       6.5350       3.9030       2.8432 
     42.8750    -106.6250      21.0000       6.5510       3.9160       2.8475 
     42.8750    -106.3750      21.0000       6.5770       3.8680       2.8546 
     42.8750    -106.1250      21.0000       6.5320       3.8020       2.8424 
     42.8750    -105.8750      21.0000       6.5800       3.7830       2.8554 
     42.8750    -105.6250      21.0000       6.5860       3.7170       2.8570 
     42.8750    -105.3750      21.0000       6.4790       3.6600       2.8284 
     42.8750    -105.1250      21.0000       6.5020       3.6330       2.8344 
     42.8750    -104.8750      21.0000       6.5010       3.6260       2.8342 
     42.8750    -104.6250      21.0000       6.4340       3.6560       2.8168 
     42.8750    -104.3750      21.0000       6.3560       3.7200       2.7973 
     42.8750    -104.1250      21.0000       6.4850       3.8380       2.8300 
     42.8750    -103.8750      21.0000       6.5890       3.9150       2.8579 
     42.8750    -103.6250      21.0000       6.5970       3.9520       2.8601 
     42.8750    -103.3750      21.0000       6.5720       3.9120       2.8532 
     42.8750    -103.1250      21.0000       6.5640       3.8240       2.8510 
     42.8750    -102.8750      21.0000       6.5660       3.7240       2.8516 
     42.8750    -102.6250      21.0000       6.5570       3.6820       2.8491 
     42.8750    -102.3750      21.0000       6.5410       3.6630       2.8448 
     42.8750    -102.1250      21.0000       6.5320       3.6730       2.8424 
     42.8750    -101.8750      21.0000       6.5280       3.7010       2.8413 
     42.8750    -101.6250      21.0000       6.5340       3.7290       2.8429 
     42.8750    -101.3750      21.0000       6.5410       3.7230       2.8448 
     42.8750    -101.1250      21.0000       6.5590       3.6950       2.8497 
     43.1250    -106.8750      21.0000       6.5450       3.8410       2.8459 
     43.1250    -106.6250      21.0000       6.5400       3.7970       2.8446 
     43.1250    -106.3750      21.0000       6.4840       3.7690       2.8297 
     43.1250    -106.1250      21.0000       6.3730       3.7090       2.8015 
     43.1250    -105.8750      21.0000       6.5050       3.7140       2.8352 
     43.1250    -105.6250      21.0000       6.5420       3.6690       2.8451 
     43.1250    -105.3750      21.0000       6.4390       3.6450       2.8181 
     43.1250    -105.1250      21.0000       6.4120       3.6210       2.8112 
     43.1250    -104.8750      21.0000       6.3430       3.6570       2.7942 
     43.1250    -104.6250      21.0000       6.3250       3.6940       2.7898 
     43.1250    -104.3750      21.0000       6.4150       3.7340       2.8120 
     43.1250    -104.1250      21.0000       6.5510       3.7980       2.8475 
     43.1250    -103.8750      21.0000       6.6290       3.8490       2.8689 
     43.1250    -103.6250      21.0000       6.6400       3.8570       2.8720 
     43.1250    -103.3750      21.0000       6.6120       3.8230       2.8642 
     43.1250    -103.1250      21.0000       6.5930       3.7710       2.8590 
     43.1250    -102.8750      21.0000       6.5840       3.7040       2.8565 
     43.1250    -102.6250      21.0000       6.5720       3.6620       2.8532 
     43.1250    -102.3750      21.0000       6.5470       3.6420       2.8464 
     43.1250    -102.1250      21.0000       6.5280       3.6530       2.8413 
     43.1250    -101.8750      21.0000       6.5250       3.6810       2.8405 
     43.1250    -101.6250      21.0000       6.5210       3.7160       2.8395 
     43.1250    -101.3750      21.0000       6.5270       3.7210       2.8411 
     43.1250    -101.1250      21.0000       6.5420       3.7170       2.8451 
     43.3750    -106.8750      21.0000       6.6090       3.7730       2.8634 
     43.3750    -106.6250      21.0000       6.6830       3.7300       2.8842 
     43.3750    -106.3750      21.0000       6.5750       3.6990       2.8540 
     43.3750    -106.1250      21.0000       6.4340       3.6820       2.8168 
     43.3750    -105.8750      21.0000       6.4230       3.7330       2.8140 
     43.3750    -105.6250      21.0000       6.4300       3.6900       2.8158 
     43.3750    -105.3750      21.0000       6.3760       3.7260       2.8022 
     43.3750    -105.1250      21.0000       6.3490       3.7240       2.7956 
     43.3750    -104.8750      21.0000       6.3230       3.7230       2.7893 
     43.3750    -104.6250      21.0000       6.3720       3.7460       2.8013 
     43.3750    -104.3750      21.0000       6.4620       3.7740       2.8240 
     43.3750    -104.1250      21.0000       6.5320       3.8040       2.8424 
     43.3750    -103.8750      21.0000       6.5810       3.8110       2.8557 
     43.3750    -103.6250      21.0000       6.6340       3.8150       2.8703 
     43.3750    -103.3750      21.0000       6.6240       3.7930       2.8675 
     43.3750    -103.1250      21.0000       6.6070       3.7470       2.8628 
     43.3750    -102.8750      21.0000       6.5990       3.6950       2.8606 
     43.3750    -102.6250      21.0000       6.5840       3.6520       2.8565 
     43.3750    -102.3750      21.0000       6.5590       3.6320       2.8497 
     43.3750    -102.1250      21.0000       6.5380       3.6460       2.8440 
     43.3750    -101.8750      21.0000       6.5300       3.6810       2.8419 
     43.3750    -101.6250      21.0000       6.5160       3.7220       2.8382 
     43.3750    -101.3750      21.0000       6.5110       3.7290       2.8368 
     43.3750    -101.1250      21.0000       6.5260       3.7240       2.8408 
     43.6250    -106.8750      21.0000       6.5290       3.8010       2.8416 
     43.6250    -106.6250      21.0000       6.5900       3.7490       2.8581 
     43.6250    -106.3750      21.0000       6.6270       3.7400       2.8684 
     43.6250    -106.1250      21.0000       6.6130       3.7410       2.8645 
     43.6250    -105.8750      21.0000       6.4510       3.7480       2.8212 
     43.6250    -105.6250      21.0000       6.3800       3.7720       2.8032 
     43.6250    -105.3750      21.0000       6.3350       3.7860       2.7922 
     43.6250    -105.1250      21.0000       6.3250       3.7740       2.7898 
     43.6250    -104.8750      21.0000       6.3840       3.7820       2.8042 
     43.6250    -104.6250      21.0000       6.3820       3.7650       2.8037 
     43.6250    -104.3750      21.0000       6.4400       3.7730       2.8183 
     43.6250    -104.1250      21.0000       6.5090       3.7960       2.8363 
     43.6250    -103.8750      21.0000       6.5780       3.8050       2.8548 
     43.6250    -103.6250      21.0000       6.6290       3.8200       2.8689 
     43.6250    -103.3750      21.0000       6.6240       3.8110       2.8675 
     43.6250    -103.1250      21.0000       6.6130       3.7800       2.8645 
     43.6250    -102.8750      21.0000       6.6100       3.7320       2.8636 
     43.6250    -102.6250      21.0000       6.6030       3.6840       2.8617 
     43.6250    -102.3750      21.0000       6.5840       3.6590       2.8565 
     43.6250    -102.1250      21.0000       6.5640       3.6780       2.8510 
     43.6250    -101.8750      21.0000       6.5470       3.7060       2.8464 
     43.6250    -101.6250      21.0000       6.5240       3.7280       2.8403 
     43.6250    -101.3750      21.0000       6.5090       3.7320       2.8363 
     43.6250    -101.1250      21.0000       6.5170       3.7340       2.8384 
     43.8750    -106.8750      21.0000       6.5500       3.7780       2.8472 
     43.8750    -106.6250      21.0000       6.5620       3.7250       2.8505 
     43.8750    -106.3750      21.0000       6.4810       3.7420       2.8289 
     43.8750    -106.1250      21.0000       6.4470       3.7820       2.8201 
     43.8750    -105.8750      21.0000       6.4490       3.7690       2.8207 
     43.8750    -105.6250      21.0000       6.3980       3.8160       2.8077 
     43.8750    -105.3750      21.0000       6.3630       3.8170       2.7990 
     43.8750    -105.1250      21.0000       6.4440       3.7790       2.8194 
     43.8750    -104.8750      21.0000       6.4270       3.7800       2.8150 
     43.8750    -104.6250      21.0000       6.4380       3.7800       2.8178 
     43.8750    -104.3750      21.0000       6.4810       3.7880       2.8289 
     43.8750    -104.1250      21.0000       6.5440       3.8130       2.8456 
     43.8750    -103.8750      21.0000       6.6080       3.8270       2.8631 
     43.8750    -103.6250      21.0000       6.6400       3.8390       2.8720 
     43.8750    -103.3750      21.0000       6.6390       3.8320       2.8717 
     43.8750    -103.1250      21.0000       6.6280       3.8000       2.8687 
     43.8750    -102.8750      21.0000       6.6260       3.7490       2.8681 
     43.8750    -102.6250      21.0000       6.6250       3.7050       2.8678 
     43.8750    -102.3750      21.0000       6.6130       3.6900       2.8645 
     43.8750    -102.1250      21.0000       6.5930       3.6990       2.8590 
     43.8750    -101.8750      21.0000       6.5700       3.7150       2.8527 
     43.8750    -101.6250      21.0000       6.5400       3.7320       2.8446 
     43.8750    -101.3750      21.0000       6.5200       3.7410       2.8392 
     43.8750    -101.1250      21.0000       6.5260       3.7450       2.8408 
     44.1250    -106.8750      21.0000       6.5150       3.7040       2.8379 
     44.1250    -106.6250      21.0000       6.4410       3.6960       2.8186 
     44.1250    -106.3750      21.0000       6.3750       3.7200       2.8020 
     44.1250    -106.1250      21.0000       6.3220       3.7610       2.7891 
     44.1250    -105.8750      21.0000       6.4840       3.7960       2.8297 
     44.1250    -105.6250      21.0000       6.4610       3.8380       2.8237 
     44.1250    -105.3750      21.0000       6.5180       3.8260       2.8387 
     44.1250    -105.1250      21.0000       6.4740       3.8100       2.8271 
     44.1250    -104.8750      21.0000       6.5110       3.8120       2.8368 
     44.1250    -104.6250      21.0000       6.4660       3.8290       2.8250 
     44.1250    -104.3750      21.0000       6.4880       3.7990       2.8308 
     44.1250    -104.1250      21.0000       6.5440       3.8180       2.8456 
     44.1250    -103.8750      21.0000       6.6160       3.8130       2.8653 
     44.1250    -103.6250      21.0000       6.6520       3.8230       2.8754 
     44.1250    -103.3750      21.0000       6.6560       3.8170       2.8765 
     44.1250    -103.1250      21.0000       6.6440       3.7940       2.8731 
     44.1250    -102.8750      21.0000       6.6350       3.7580       2.8706 
     44.1250    -102.6250      21.0000       6.6330       3.7180       2.8700 
     44.1250    -102.3750      21.0000       6.6260       3.7020       2.8681 
     44.1250    -102.1250      21.0000       6.6090       3.6960       2.8634 
     44.1250    -101.8750      21.0000       6.5830       3.7080       2.8562 
     44.1250    -101.6250      21.0000       6.5520       3.7260       2.8478 
     44.1250    -101.3750      21.0000       6.5360       3.7520       2.8435 
     44.1250    -101.1250      21.0000       6.5490       3.7590       2.8470 
     44.3750    -106.8750      21.0000       6.4840       3.7220       2.8297 
     44.3750    -106.6250      21.0000       6.3200       3.7220       2.7886 
     44.3750    -106.3750      21.0000       6.3040       3.7460       2.7848 
     44.3750    -106.1250      21.0000       6.3550       3.7750       2.7971 
     44.3750    -105.8750      21.0000       6.5060       3.7910       2.8355 
     44.3750    -105.6250      21.0000       6.5740       3.8430       2.8538 
     44.3750    -105.3750      21.0000       6.6210       3.8530       2.8667 
     44.3750    -105.1250      21.0000       6.4800       3.8830       2.8287 
     44.3750    -104.8750      21.0000       6.5160       3.8890       2.8382 
     44.3750    -104.6250      21.0000       6.5330       3.8630       2.8427 
     44.3750    -104.3750      21.0000       6.5380       3.8100       2.8440 
     44.3750    -104.1250      21.0000       6.5470       3.8000       2.8464 
     44.3750    -103.8750      21.0000       6.6290       3.7790       2.8689 
     44.3750    -103.6250      21.0000       6.6670       3.7800       2.8796 
     44.3750    -103.3750      21.0000       6.6660       3.7900       2.8793 
     44.3750    -103.1250      21.0000       6.6520       3.7810       2.8754 
     44.3750    -102.8750      21.0000       6.6430       3.7590       2.8729 
     44.3750    -102.6250      21.0000       6.6380       3.7280       2.8714 
     44.3750    -102.3750      21.0000       6.6310       3.7040       2.8695 
     44.3750    -102.1250      21.0000       6.6170       3.6780       2.8656 
     44.3750    -101.8750      21.0000       6.5930       3.6800       2.8590 
     44.3750    -101.6250      21.0000       6.5650       3.7120       2.8513 
     44.3750    -101.3750      21.0000       6.5560       3.7540       2.8489 
     44.3750    -101.1250      21.0000       6.5730       3.7610       2.8535 
     44.6250    -106.8750      21.0000       6.4390       3.7900       2.8181 
     44.6250    -106.6250      21.0000       6.3510       3.8070       2.7961 
     44.6250    -106.3750      21.0000       6.3720       3.7930       2.8013 
     44.6250    -106.1250      21.0000       6.3650       3.7880       2.7995 
     44.6250    -105.8750      21.0000       6.4070       3.8070       2.8100 
     44.6250    -105.6250      21.0000       6.5720       3.8690       2.8532 
     44.6250    -105.3750      21.0000       6.5400       3.8510       2.8446 
     44.6250    -105.1250      21.0000       6.4400       3.8970       2.8183 
     44.6250    -104.8750      21.0000       6.4890       3.8720       2.8310 
     44.6250    -104.6250      21.0000       6.5300       3.8170       2.8419 
