#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     43.3750    -101.6250      49.0000       7.9820       4.4030       3.3061 
     43.3750    -101.3750      49.0000       7.9880       4.3720       3.3081 
     43.3750    -101.1250      49.0000       8.0040       4.3670       3.3135 
     43.6250    -106.8750      49.0000       7.9430       4.3590       3.2929 
     43.6250    -106.6250      49.0000       8.0600       4.4350       3.3324 
     43.6250    -106.3750      49.0000       8.1010       4.5200       3.3462 
     43.6250    -106.1250      49.0000       8.1600       4.6570       3.3660 
     43.6250    -105.8750      49.0000       8.1400       4.6570       3.3592 
     43.6250    -105.6250      49.0000       8.1820       4.6340       3.3733 
     43.6250    -105.3750      49.0000       8.3070       4.6560       3.4151 
     43.6250    -105.1250      49.0000       8.3270       4.6460       3.4218 
     43.6250    -104.8750      49.0000       8.1720       4.6060       3.3700 
     43.6250    -104.6250      49.0000       8.0860       4.5220       3.3411 
     43.6250    -104.3750      49.0000       8.0620       4.4020       3.3330 
     43.6250    -104.1250      49.0000       8.0250       4.2830       3.3206 
     43.6250    -103.8750      49.0000       7.9430       4.1950       3.2929 
     43.6250    -103.6250      49.0000       7.8560       4.1510       3.2636 
     43.6250    -103.3750      49.0000       7.8130       4.1480       3.2490 
     43.6250    -103.1250      49.0000       7.8440       4.1790       3.2595 
     43.6250    -102.8750      49.0000       7.8910       4.2530       3.2754 
     43.6250    -102.6250      49.0000       7.9440       4.3240       3.2933 
     43.6250    -102.3750      49.0000       7.9710       4.3760       3.3024 
     43.6250    -102.1250      49.0000       7.9770       4.3760       3.3044 
     43.6250    -101.8750      49.0000       7.9800       4.3700       3.3054 
     43.6250    -101.6250      49.0000       7.9740       4.3890       3.3034 
     43.6250    -101.3750      49.0000       7.9670       4.4000       3.3010 
     43.6250    -101.1250      49.0000       7.9880       4.4000       3.3081 
     43.8750    -106.8750      49.0000       8.0040       4.3970       3.3135 
     43.8750    -106.6250      49.0000       8.1810       4.4530       3.3730 
     43.8750    -106.3750      49.0000       8.2090       4.5280       3.3824 
     43.8750    -106.1250      49.0000       8.1600       4.6240       3.3660 
     43.8750    -105.8750      49.0000       8.0830       4.6420       3.3401 
     43.8750    -105.6250      49.0000       8.1670       4.6290       3.3683 
     43.8750    -105.3750      49.0000       8.3050       4.6180       3.4145 
     43.8750    -105.1250      49.0000       8.2600       4.5860       3.3994 
     43.8750    -104.8750      49.0000       8.0860       4.5280       3.3411 
     43.8750    -104.6250      49.0000       8.0310       4.4460       3.3226 
     43.8750    -104.3750      49.0000       8.0510       4.3510       3.3293 
     43.8750    -104.1250      49.0000       8.0100       4.2470       3.3155 
     43.8750    -103.8750      49.0000       7.9530       4.1450       3.2963 
     43.8750    -103.6250      49.0000       7.8620       4.1120       3.2656 
     43.8750    -103.3750      49.0000       7.8220       4.1240       3.2521 
     43.8750    -103.1250      49.0000       7.8560       4.1670       3.2636 
     43.8750    -102.8750      49.0000       7.9060       4.2490       3.2805 
     43.8750    -102.6250      49.0000       7.9670       4.3330       3.3010 
     43.8750    -102.3750      49.0000       7.9960       4.3790       3.3108 
     43.8750    -102.1250      49.0000       8.0020       4.4180       3.3128 
     43.8750    -101.8750      49.0000       8.0030       4.4270       3.3132 
     43.8750    -101.6250      49.0000       7.9910       4.4300       3.3091 
     43.8750    -101.3750      49.0000       7.9800       4.4320       3.3054 
     43.8750    -101.1250      49.0000       7.9960       4.4270       3.3108 
     44.1250    -106.8750      49.0000       8.0740       4.4940       3.3371 
     44.1250    -106.6250      49.0000       8.2730       4.5470       3.4038 
     44.1250    -106.3750      49.0000       8.2520       4.5930       3.3968 
     44.1250    -106.1250      49.0000       8.2760       4.6410       3.4048 
     44.1250    -105.8750      49.0000       8.1330       4.6510       3.3569 
     44.1250    -105.6250      49.0000       8.1550       4.6410       3.3643 
     44.1250    -105.3750      49.0000       8.1600       4.6000       3.3660 
     44.1250    -105.1250      49.0000       8.1290       4.5390       3.3556 
     44.1250    -104.8750      49.0000       8.0870       4.4650       3.3414 
     44.1250    -104.6250      49.0000       8.0690       4.3910       3.3354 
     44.1250    -104.3750      49.0000       8.0760       4.3000       3.3377 
     44.1250    -104.1250      49.0000       8.0190       4.2070       3.3186 
     44.1250    -103.8750      49.0000       7.9590       4.1480       3.2983 
     44.1250    -103.6250      49.0000       7.8690       4.1360       3.2680 
     44.1250    -103.3750      49.0000       7.8350       4.1900       3.2565 
     44.1250    -103.1250      49.0000       7.8710       4.2470       3.2686 
     44.1250    -102.8750      49.0000       7.9190       4.3360       3.2848 
     44.1250    -102.6250      49.0000       7.9780       4.4310       3.3047 
     44.1250    -102.3750      49.0000       8.0130       4.4880       3.3165 
     44.1250    -102.1250      49.0000       8.0210       4.4970       3.3192 
     44.1250    -101.8750      49.0000       8.0200       4.4900       3.3189 
     44.1250    -101.6250      49.0000       8.0110       4.4730       3.3159 
     44.1250    -101.3750      49.0000       8.0020       4.4610       3.3128 
     44.1250    -101.1250      49.0000       8.0170       4.4460       3.3179 
     44.3750    -106.8750      49.0000       8.1880       4.5450       3.3753 
     44.3750    -106.6250      49.0000       8.3780       4.5800       3.4388 
     44.3750    -106.3750      49.0000       8.3610       4.6200       3.4332 
     44.3750    -106.1250      49.0000       8.3840       4.6290       3.4408 
     44.3750    -105.8750      49.0000       8.3860       4.6470       3.4415 
     44.3750    -105.6250      49.0000       8.2160       4.6380       3.3847 
     44.3750    -105.3750      49.0000       8.1690       4.5790       3.3690 
     44.3750    -105.1250      49.0000       8.0770       4.5110       3.3381 
     44.3750    -104.8750      49.0000       8.0810       4.4200       3.3394 
     44.3750    -104.6250      49.0000       8.0740       4.3470       3.3371 
     44.3750    -104.3750      49.0000       8.0730       4.2830       3.3367 
     44.3750    -104.1250      49.0000       8.0210       4.2530       3.3192 
     44.3750    -103.8750      49.0000       7.9570       4.2200       3.2977 
     44.3750    -103.6250      49.0000       7.8740       4.2350       3.2696 
     44.3750    -103.3750      49.0000       7.8480       4.2860       3.2609 
     44.3750    -103.1250      49.0000       7.8860       4.3620       3.2737 
     44.3750    -102.8750      49.0000       7.9310       4.4390       3.2889 
     44.3750    -102.6250      49.0000       7.9860       4.4980       3.3074 
     44.3750    -102.3750      49.0000       8.0210       4.5440       3.3192 
     44.3750    -102.1250      49.0000       8.0310       4.5680       3.3226 
     44.3750    -101.8750      49.0000       8.0330       4.5550       3.3233 
     44.3750    -101.6250      49.0000       8.0260       4.5130       3.3209 
     44.3750    -101.3750      49.0000       8.0230       4.4770       3.3199 
     44.3750    -101.1250      49.0000       8.0400       4.4510       3.3256 
     44.6250    -106.8750      49.0000       8.1510       4.5160       3.3629 
     44.6250    -106.6250      49.0000       8.2870       4.5470       3.4085 
     44.6250    -106.3750      49.0000       8.4750       4.5750       3.4711 
     44.6250    -106.1250      49.0000       8.5780       4.6200       3.5052 
     44.6250    -105.8750      49.0000       8.5110       4.6460       3.4830 
     44.6250    -105.6250      49.0000       8.3510       4.6350       3.4298 
     44.6250    -105.3750      49.0000       8.2210       4.6320       3.3864 
     44.6250    -105.1250      49.0000       8.1340       4.5150       3.3572 
     44.6250    -104.8750      49.0000       8.1160       4.4740       3.3512 
     44.6250    -104.6250      49.0000       8.1070       4.4180       3.3482 
     44.6250    -104.3750      49.0000       8.0830       4.3800       3.3401 
     44.6250    -104.1250      49.0000       8.0130       4.3230       3.3165 
     44.6250    -103.8750      49.0000       7.9530       4.3060       3.2963 
     44.6250    -103.6250      49.0000       7.8780       4.3200       3.2710 
     44.6250    -103.3750      49.0000       7.8510       4.3680       3.2619 
     44.6250    -103.1250      49.0000       7.8970       4.4380       3.2774 
     44.6250    -102.8750      49.0000       7.9470       4.5090       3.2943 
     44.6250    -102.6250      49.0000       8.0020       4.5460       3.3128 
     44.6250    -102.3750      49.0000       8.0340       4.5760       3.3236 
     44.6250    -102.1250      49.0000       8.0450       4.5980       3.3273 
     44.6250    -101.8750      49.0000       8.0490       4.5760       3.3287 
     44.6250    -101.6250      49.0000       8.0490       4.5340       3.3287 
     44.6250    -101.3750      49.0000       8.0550       4.4870       3.3307 
     44.6250    -101.1250      49.0000       8.0720       4.4590       3.3364 
     44.8750    -106.8750      49.0000       8.0950       4.4130       3.3441 
     44.8750    -106.6250      49.0000       8.1930       4.4560       3.3770 
     44.8750    -106.3750      49.0000       8.3660       4.5870       3.4348 
     44.8750    -106.1250      49.0000       8.4730       4.6370       3.4704 
     44.8750    -105.8750      49.0000       8.6650       4.6180       3.5339 
     44.8750    -105.6250      49.0000       8.5670       4.6700       3.5015 
     44.8750    -105.3750      49.0000       8.4390       4.6560       3.4591 
     44.8750    -105.1250      49.0000       8.2450       4.5810       3.3944 
     44.8750    -104.8750      49.0000       8.1860       4.5320       3.3747 
     44.8750    -104.6250      49.0000       8.1250       4.4940       3.3542 
     44.8750    -104.3750      49.0000       8.0790       4.4540       3.3388 
     44.8750    -104.1250      49.0000       8.0040       4.4180       3.3135 
     44.8750    -103.8750      49.0000       7.9320       4.3940       3.2892 
     44.8750    -103.6250      49.0000       7.8570       4.3730       3.2639 
     44.8750    -103.3750      49.0000       7.8320       4.4030       3.2555 
     44.8750    -103.1250      49.0000       7.8980       4.4570       3.2777 
     44.8750    -102.8750      49.0000       7.9610       4.4980       3.2990 
     44.8750    -102.6250      49.0000       8.0210       4.5430       3.3192 
     44.8750    -102.3750      49.0000       8.0580       4.5800       3.3317 
     44.8750    -102.1250      49.0000       8.0680       4.5890       3.3351 
     44.8750    -101.8750      49.0000       8.0730       4.5680       3.3367 
     44.8750    -101.6250      49.0000       8.0760       4.5430       3.3377 
     44.8750    -101.3750      49.0000       8.0810       4.5070       3.3394 
     44.8750    -101.1250      49.0000       8.0940       4.4530       3.3438 
     45.1250    -106.8750      49.0000       8.1770       4.4800       3.3717 
     45.1250    -106.6250      49.0000       8.2370       4.5440       3.3918 
     45.1250    -106.3750      49.0000       8.3180       4.6190       3.4188 
     45.1250    -106.1250      49.0000       8.3640       4.6400       3.4342 
     45.1250    -105.8750      49.0000       8.5750       4.6350       3.5042 
     45.1250    -105.6250      49.0000       8.5160       4.6550       3.4846 
     45.1250    -105.3750      49.0000       8.5830       4.6560       3.5068 
     45.1250    -105.1250      49.0000       8.3070       4.6410       3.4151 
     45.1250    -104.8750      49.0000       8.2260       4.6000       3.3881 
     45.1250    -104.6250      49.0000       8.1200       4.5480       3.3525 
     45.1250    -104.3750      49.0000       8.0490       4.5000       3.3287 
     45.1250    -104.1250      49.0000       7.9690       4.4470       3.3017 
     45.1250    -103.8750      49.0000       7.9000       4.3850       3.2784 
     45.1250    -103.6250      49.0000       7.8410       4.3640       3.2585 
     45.1250    -103.3750      49.0000       7.8370       4.3750       3.2571 
     45.1250    -103.1250      49.0000       7.9090       4.4340       3.2815 
     45.1250    -102.8750      49.0000       7.9710       4.4950       3.3024 
     45.1250    -102.6250      49.0000       8.0330       4.5560       3.3233 
     45.1250    -102.3750      49.0000       8.0800       4.5900       3.3391 
     45.1250    -102.1250      49.0000       8.0940       4.5970       3.3438 
     45.1250    -101.8750      49.0000       8.1010       4.5760       3.3462 
     45.1250    -101.6250      49.0000       8.1040       4.5410       3.3472 
     45.1250    -101.3750      49.0000       8.1040       4.4990       3.3472 
     45.1250    -101.1250      49.0000       8.1090       4.4490       3.3488 
     45.3750    -106.8750      49.0000       8.0910       4.5140       3.3428 
     45.3750    -106.6250      49.0000       8.2110       4.5700       3.3831 
     45.3750    -106.3750      49.0000       8.3040       4.6320       3.4141 
     45.3750    -106.1250      49.0000       8.3180       4.6230       3.4188 
     45.3750    -105.8750      49.0000       8.3640       4.6540       3.4342 
     45.3750    -105.6250      49.0000       8.3460       4.6690       3.4282 
     45.3750    -105.3750      49.0000       8.3390       4.6700       3.4258 
     45.3750    -105.1250      49.0000       8.2020       4.6450       3.3800 
     45.3750    -104.8750      49.0000       8.1350       4.5970       3.3576 
     45.3750    -104.6250      49.0000       8.0700       4.5300       3.3357 
     45.3750    -104.3750      49.0000       8.0070       4.4710       3.3145 
     45.3750    -104.1250      49.0000       7.9250       4.4130       3.2869 
     45.3750    -103.8750      49.0000       7.8680       4.3660       3.2676 
     45.3750    -103.6250      49.0000       7.8390       4.3470       3.2578 
     45.3750    -103.3750      49.0000       7.8490       4.3560       3.2612 
     45.3750    -103.1250      49.0000       7.9210       4.4150       3.2855 
     45.3750    -102.8750      49.0000       7.9850       4.4990       3.3071 
     45.3750    -102.6250      49.0000       8.0500       4.5660       3.3290 
     45.3750    -102.3750      49.0000       8.0950       4.5920       3.3441 
     45.3750    -102.1250      49.0000       8.1120       4.5990       3.3498 
     45.3750    -101.8750      49.0000       8.1250       4.5850       3.3542 
     45.3750    -101.6250      49.0000       8.1320       4.5440       3.3566 
     45.3750    -101.3750      49.0000       8.1310       4.4970       3.3562 
     45.3750    -101.1250      49.0000       8.1280       4.4950       3.3552 
     45.6250    -106.8750      49.0000       7.9070       4.5110       3.2808 
     45.6250    -106.6250      49.0000       8.0030       4.5500       3.3132 
     45.6250    -106.3750      49.0000       8.1040       4.6310       3.3472 
     45.6250    -106.1250      49.0000       8.1720       4.6490       3.3700 
     45.6250    -105.8750      49.0000       8.1620       4.6470       3.3666 
     45.6250    -105.6250      49.0000       8.1400       4.6470       3.3592 
     45.6250    -105.3750      49.0000       8.1410       4.6160       3.3596 
     45.6250    -105.1250      49.0000       8.0590       4.5870       3.3320 
     45.6250    -104.8750      49.0000       8.0170       4.5320       3.3179 
     45.6250    -104.6250      49.0000       7.9650       4.4870       3.3004 
     45.6250    -104.3750      49.0000       7.9270       4.4330       3.2875 
     45.6250    -104.1250      49.0000       7.8880       4.4020       3.2744 
     45.6250    -103.8750      49.0000       7.8650       4.3650       3.2666 
     45.6250    -103.6250      49.0000       7.8480       4.3600       3.2609 
     45.6250    -103.3750      49.0000       7.8670       4.3680       3.2673 
     45.6250    -103.1250      49.0000       7.9290       4.4190       3.2882 
     45.6250    -102.8750      49.0000       7.9860       4.4830       3.3074 
     45.6250    -102.6250      49.0000       8.0470       4.5420       3.3280 
     45.6250    -102.3750      49.0000       8.0880       4.5800       3.3418 
     45.6250    -102.1250      49.0000       8.1040       4.5800       3.3472 
     45.6250    -101.8750      49.0000       8.1210       4.5800       3.3529 
     45.6250    -101.6250      49.0000       8.1380       4.5430       3.3586 
     45.6250    -101.3750      49.0000       8.1410       4.5020       3.3596 
     45.6250    -101.1250      49.0000       8.1360       4.5220       3.3579 
     45.8750    -106.8750      49.0000       7.7330       4.4910       3.2220 
     45.8750    -106.6250      49.0000       7.8010       4.5030       3.2450 
     45.8750    -106.3750      49.0000       7.8570       4.5580       3.2639 
     45.8750    -106.1250      49.0000       7.8980       4.5550       3.2777 
     45.8750    -105.8750      49.0000       7.9210       4.5680       3.2855 
     45.8750    -105.6250      49.0000       7.9410       4.5720       3.2923 
     45.8750    -105.3750      49.0000       7.9560       4.5360       3.2973 
     45.8750    -105.1250      49.0000       7.9130       4.5020       3.2828 
     45.8750    -104.8750      49.0000       7.8950       4.4870       3.2767 
     45.8750    -104.6250      49.0000       7.8230       4.4550       3.2524 
     45.8750    -104.3750      49.0000       7.8230       4.4090       3.2524 
     45.8750    -104.1250      49.0000       7.8280       4.3870       3.2541 
     45.8750    -103.8750      49.0000       7.8290       4.3730       3.2544 
     45.8750    -103.6250      49.0000       7.8290       4.3710       3.2544 
     45.8750    -103.3750      49.0000       7.8570       4.3910       3.2639 
     45.8750    -103.1250      49.0000       7.9150       4.4250       3.2835 
     45.8750    -102.8750      49.0000       7.9710       4.4640       3.3024 
     45.8750    -102.6250      49.0000       8.0310       4.5030       3.3226 
     45.8750    -102.3750      49.0000       8.0690       4.5260       3.3354 
     45.8750    -102.1250      49.0000       8.0830       4.5370       3.3401 
     45.8750    -101.8750      49.0000       8.1020       4.5260       3.3465 
     45.8750    -101.6250      49.0000       8.1230       4.5070       3.3535 
     45.8750    -101.3750      49.0000       8.1310       4.4860       3.3562 
     45.8750    -101.1250      49.0000       8.1300       4.4750       3.3559 
     42.1250    -106.8750      51.0000       7.7990       4.3910       3.2443 
     42.1250    -106.6250      51.0000       7.7430       4.3280       3.2254 
     42.1250    -106.3750      51.0000       7.6900       4.2660       3.2075 
     42.1250    -106.1250      51.0000       7.7100       4.2730       3.2142 
     42.1250    -105.8750      51.0000       7.8750       4.2950       3.2700 
     42.1250    -105.6250      51.0000       7.9470       4.3190       3.2943 
     42.1250    -105.3750      51.0000       8.0200       4.3630       3.3189 
     42.1250    -105.1250      51.0000       8.0400       4.4200       3.3256 
     42.1250    -104.8750      51.0000       8.0580       4.4720       3.3317 
     42.1250    -104.6250      51.0000       8.0940       4.5140       3.3438 
     42.1250    -104.3750      51.0000       8.0680       4.5450       3.3351 
     42.1250    -104.1250      51.0000       8.1080       4.5170       3.3485 
     42.1250    -103.8750      51.0000       8.1210       4.5280       3.3529 
     42.1250    -103.6250      51.0000       8.1300       4.5330       3.3559 
     42.1250    -103.3750      51.0000       8.1340       4.5320       3.3572 
     42.1250    -103.1250      51.0000       8.1350       4.5330       3.3576 
     42.1250    -102.8750      51.0000       8.1390       4.5470       3.3589 
     42.1250    -102.6250      51.0000       8.1370       4.5390       3.3582 
     42.1250    -102.3750      51.0000       8.1300       4.4920       3.3559 
     42.1250    -102.1250      51.0000       8.1230       4.4550       3.3535 
     42.1250    -101.8750      51.0000       8.1150       4.4090       3.3509 
     42.1250    -101.6250      51.0000       8.1010       4.3780       3.3462 
     42.1250    -101.3750      51.0000       8.0900       4.3900       3.3425 
     42.1250    -101.1250      51.0000       8.0910       4.3920       3.3428 
     42.3750    -106.8750      51.0000       7.8250       4.3890       3.2531 
     42.3750    -106.6250      51.0000       7.7340       4.3670       3.2223 
     42.3750    -106.3750      51.0000       7.7590       4.3500       3.2308 
     42.3750    -106.1250      51.0000       7.7650       4.3480       3.2328 
     42.3750    -105.8750      51.0000       7.8680       4.3510       3.2676 
     42.3750    -105.6250      51.0000       7.9250       4.3510       3.2869 
     42.3750    -105.3750      51.0000       8.0150       4.3930       3.3172 
     42.3750    -105.1250      51.0000       8.0400       4.4400       3.3256 
     42.3750    -104.8750      51.0000       8.0900       4.4740       3.3425 
     42.3750    -104.6250      51.0000       8.1440       4.4920       3.3606 
     42.3750    -104.3750      51.0000       8.1510       4.4850       3.3629 
     42.3750    -104.1250      51.0000       8.1510       4.4590       3.3629 
     42.3750    -103.8750      51.0000       8.1470       4.4320       3.3616 
     42.3750    -103.6250      51.0000       8.1400       4.4280       3.3592 
     42.3750    -103.3750      51.0000       8.1300       4.4480       3.3559 
     42.3750    -103.1250      51.0000       8.1250       4.4940       3.3542 
     42.3750    -102.8750      51.0000       8.1290       4.5310       3.3556 
     42.3750    -102.6250      51.0000       8.1310       4.5370       3.3562 
     42.3750    -102.3750      51.0000       8.1250       4.4860       3.3542 
     42.3750    -102.1250      51.0000       8.1140       4.4230       3.3505 
     42.3750    -101.8750      51.0000       8.1050       4.3710       3.3475 
     42.3750    -101.6250      51.0000       8.0940       4.3590       3.3438 
     42.3750    -101.3750      51.0000       8.0840       4.3850       3.3404 
     42.3750    -101.1250      51.0000       8.0860       4.4030       3.3411 
     42.6250    -106.8750      51.0000       7.9300       4.4270       3.2886 
     42.6250    -106.6250      51.0000       7.8850       4.4270       3.2734 
     42.6250    -106.3750      51.0000       7.8500       4.4180       3.2615 
     42.6250    -106.1250      51.0000       7.8570       4.4130       3.2639 
     42.6250    -105.8750      51.0000       7.8920       4.4350       3.2757 
     42.6250    -105.6250      51.0000       7.9680       4.4580       3.3014 
     42.6250    -105.3750      51.0000       8.0280       4.4970       3.3216 
     42.6250    -105.1250      51.0000       8.0490       4.5320       3.3287 
     42.6250    -104.8750      51.0000       8.1230       4.5320       3.3535 
     42.6250    -104.6250      51.0000       8.1990       4.5190       3.3790 
     42.6250    -104.3750      51.0000       8.2230       4.4850       3.3871 
     42.6250    -104.1250      51.0000       8.2200       4.4080       3.3861 
     42.6250    -103.8750      51.0000       8.2010       4.3470       3.3797 
     42.6250    -103.6250      51.0000       8.1770       4.3520       3.3717 
     42.6250    -103.3750      51.0000       8.1480       4.3940       3.3619 
     42.6250    -103.1250      51.0000       8.1220       4.4550       3.3532 
     42.6250    -102.8750      51.0000       8.1200       4.4990       3.3525 
     42.6250    -102.6250      51.0000       8.1210       4.4890       3.3529 
     42.6250    -102.3750      51.0000       8.1140       4.4480       3.3505 
     42.6250    -102.1250      51.0000       8.1010       4.3970       3.3462 
     42.6250    -101.8750      51.0000       8.0890       4.3590       3.3421 
     42.6250    -101.6250      51.0000       8.0830       4.3540       3.3401 
     42.6250    -101.3750      51.0000       8.0820       4.3950       3.3398 
     42.6250    -101.1250      51.0000       8.0870       4.4260       3.3414 
     42.8750    -106.8750      51.0000       7.9550       4.4280       3.2970 
     42.8750    -106.6250      51.0000       7.9670       4.4420       3.3010 
     42.8750    -106.3750      51.0000       7.9410       4.4680       3.2923 
     42.8750    -106.1250      51.0000       7.8480       4.4960       3.2609 
     42.8750    -105.8750      51.0000       7.8970       4.5110       3.2774 
     42.8750    -105.6250      51.0000       8.1010       4.5700       3.3462 
     42.8750    -105.3750      51.0000       8.1060       4.6060       3.3478 
     42.8750    -105.1250      51.0000       8.0830       4.6350       3.3401 
     42.8750    -104.8750      51.0000       8.1300       4.6190       3.3559 
     42.8750    -104.6250      51.0000       8.2340       4.5730       3.3908 
     42.8750    -104.3750      51.0000       8.2740       4.4930       3.4041 
     42.8750    -104.1250      51.0000       8.2840       4.3890       3.4075 
     42.8750    -103.8750      51.0000       8.2540       4.3200       3.3974 
     42.8750    -103.6250      51.0000       8.2180       4.3360       3.3854 
     42.8750    -103.3750      51.0000       8.1680       4.3880       3.3686 
     42.8750    -103.1250      51.0000       8.1080       4.4350       3.3485 
     42.8750    -102.8750      51.0000       8.1120       4.4450       3.3498 
     42.8750    -102.6250      51.0000       8.1130       4.4630       3.3502 
     42.8750    -102.3750      51.0000       8.1030       4.4510       3.3468 
     42.8750    -102.1250      51.0000       8.0880       4.4350       3.3418 
     42.8750    -101.8750      51.0000       8.0770       4.4070       3.3381 
     42.8750    -101.6250      51.0000       8.0740       4.3870       3.3371 
     42.8750    -101.3750      51.0000       8.0760       4.4100       3.3377 
     42.8750    -101.1250      51.0000       8.0820       4.4480       3.3398 
     43.1250    -106.8750      51.0000       7.9650       4.3880       3.3004 
     43.1250    -106.6250      51.0000       8.0010       4.4130       3.3125 
     43.1250    -106.3750      51.0000       8.0330       4.4780       3.3233 
     43.1250    -106.1250      51.0000       7.9480       4.5090       3.2946 
     43.1250    -105.8750      51.0000       7.8790       4.6090       3.2713 
     43.1250    -105.6250      51.0000       8.2210       4.6620       3.3864 
     43.1250    -105.3750      51.0000       8.2400       4.6920       3.3928 
     43.1250    -105.1250      51.0000       8.1680       4.7140       3.3686 
     43.1250    -104.8750      51.0000       8.1890       4.6670       3.3757 
     43.1250    -104.6250      51.0000       8.2730       4.6230       3.4038 
     43.1250    -104.3750      51.0000       8.3160       4.5220       3.4182 
     43.1250    -104.1250      51.0000       8.3080       4.4130       3.4155 
     43.1250    -103.8750      51.0000       8.2420       4.3460       3.3934 
     43.1250    -103.6250      51.0000       8.2390       4.3620       3.3924 
     43.1250    -103.3750      51.0000       8.1840       4.3890       3.3740 
     43.1250    -103.1250      51.0000       8.1040       4.4090       3.3472 
     43.1250    -102.8750      51.0000       8.1060       4.4070       3.3478 
     43.1250    -102.6250      51.0000       8.1030       4.4350       3.3468 
     43.1250    -102.3750      51.0000       8.0880       4.4670       3.3418 
     43.1250    -102.1250      51.0000       8.0740       4.4600       3.3371 
     43.1250    -101.8750      51.0000       8.0640       4.4510       3.3337 
     43.1250    -101.6250      51.0000       8.0570       4.4250       3.3314 
     43.1250    -101.3750      51.0000       8.0540       4.4090       3.3303 
     43.1250    -101.1250      51.0000       8.0600       4.4250       3.3324 
     43.3750    -106.8750      51.0000       7.9810       4.3890       3.3058 
     43.3750    -106.6250      51.0000       7.9940       4.4460       3.3101 
     43.3750    -106.3750      51.0000       8.0860       4.5680       3.3411 
     43.3750    -106.1250      51.0000       8.0870       4.5920       3.3414 
     43.3750    -105.8750      51.0000       7.9990       4.6420       3.3118 
     43.3750    -105.6250      51.0000       8.2250       4.6720       3.3877 
     43.3750    -105.3750      51.0000       8.2890       4.6890       3.4091 
     43.3750    -105.1250      51.0000       8.3020       4.7070       3.4135 
     43.3750    -104.8750      51.0000       8.2430       4.6950       3.3938 
     43.3750    -104.6250      51.0000       8.2770       4.6410       3.4051 
     43.3750    -104.3750      51.0000       8.2840       4.5360       3.4075 
     43.3750    -104.1250      51.0000       8.2890       4.4390       3.4091 
     43.3750    -103.8750      51.0000       8.2630       4.3700       3.4005 
     43.3750    -103.6250      51.0000       8.2550       4.3550       3.3978 
     43.3750    -103.3750      51.0000       8.2060       4.3580       3.3814 
     43.3750    -103.1250      51.0000       8.1510       4.3680       3.3629 
     43.3750    -102.8750      51.0000       8.1260       4.3860       3.3545 
     43.3750    -102.6250      51.0000       8.1040       4.4420       3.3472 
     43.3750    -102.3750      51.0000       8.0790       4.4670       3.3388 
     43.3750    -102.1250      51.0000       8.0620       4.4560       3.3330 
     43.3750    -101.8750      51.0000       8.0490       4.4560       3.3287 
     43.3750    -101.6250      51.0000       8.0340       4.4360       3.3236 
     43.3750    -101.3750      51.0000       8.0230       4.3920       3.3199 
     43.3750    -101.1250      51.0000       8.0330       4.3820       3.3233 
     43.6250    -106.8750      51.0000       8.0300       4.3960       3.3223 
     43.6250    -106.6250      51.0000       8.0670       4.4610       3.3347 
     43.6250    -106.3750      51.0000       8.0520       4.5470       3.3297 
     43.6250    -106.1250      51.0000       8.0860       4.6180       3.3411 
     43.6250    -105.8750      51.0000       8.0810       4.6190       3.3394 
     43.6250    -105.6250      51.0000       8.2540       4.6410       3.3974 
     43.6250    -105.3750      51.0000       8.3660       4.6760       3.4348 
     43.6250    -105.1250      51.0000       8.4660       4.6730       3.4681 
     43.6250    -104.8750      51.0000       8.2870       4.6680       3.4085 
     43.6250    -104.6250      51.0000       8.1630       4.6080       3.3670 
     43.6250    -104.3750      51.0000       8.1950       4.5070       3.3777 
     43.6250    -104.1250      51.0000       8.2480       4.4060       3.3954 
     43.6250    -103.8750      51.0000       8.2640       4.3330       3.4008 
     43.6250    -103.6250      51.0000       8.2560       4.3050       3.3981 
     43.6250    -103.3750      51.0000       8.2110       4.3020       3.3831 
     43.6250    -103.1250      51.0000       8.1660       4.3100       3.3680 
     43.6250    -102.8750      51.0000       8.1400       4.3630       3.3592 
     43.6250    -102.6250      51.0000       8.1180       4.4070       3.3519 
     43.6250    -102.3750      51.0000       8.0920       4.4370       3.3431 
     43.6250    -102.1250      51.0000       8.0710       4.4230       3.3361 
     43.6250    -101.8750      51.0000       8.0510       4.4090       3.3293 
     43.6250    -101.6250      51.0000       8.0220       4.4180       3.3196 
     43.6250    -101.3750      51.0000       8.0010       4.4180       3.3125 
     43.6250    -101.1250      51.0000       8.0170       4.4140       3.3179 
     43.8750    -106.8750      51.0000       8.1070       4.4380       3.3482 
     43.8750    -106.6250      51.0000       8.1610       4.4790       3.3663 
     43.8750    -106.3750      51.0000       8.1610       4.5390       3.3663 
     43.8750    -106.1250      51.0000       8.1020       4.6110       3.3465 
     43.8750    -105.8750      51.0000       8.0820       4.6280       3.3398 
     43.8750    -105.6250      51.0000       8.2090       4.6400       3.3824 
     43.8750    -105.3750      51.0000       8.3200       4.6430       3.4195 
     43.8750    -105.1250      51.0000       8.3190       4.6270       3.4192 
     43.8750    -104.8750      51.0000       8.2110       4.5860       3.3831 
     43.8750    -104.6250      51.0000       8.1250       4.5260       3.3542 
     43.8750    -104.3750      51.0000       8.1940       4.4500       3.3774 
